URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,Occasions,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews,Color
https://www.myntra.com/tshirts/sztori/sztori-men-plus-size-maroon-solid--t-shirt/16044856/buy,16044856,Sztori,Plus Size,tshirts,Men,sztori men plus size maroon solid  t shirt,"Casual outings, Weekend hangouts, Sports events, Outdoor activities",549,999.0,45% OFF,"XXL, 3XL, 4XL, 5XL, 6XL",4.4,27,maroon
https://www.myntra.com/tshirts/reebok/reebok-men-green-performance-printed-sustainable-speedwick-training-t-shirt/17002642/buy,17002642,Reebok,Sports Wear,tshirts,Men,reebok men green performance printed sustainable speedwick training t shirt,"Gym, Running, Training, Sports",648,1099.0,41% OFF,"XS, S, M, L, XL, XXL",4.6,27,green
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-strong-blue-racket-sports-rapid-dry-brand-carrier-t-shirt/15289658/buy,15289658,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men strong blue racket sports rapid dry brand carrier t shirt,"Sports events, Gym workouts, Outdoor activities, Casual outings.",494,1099.0,55% OFF,"S, M, L, XL, XXL",4.2,27,blue
https://www.myntra.com/tshirts/reebok/reebok-men-coral-pink-training-workout-ready-tech-t-shirt/15635100/buy,15635100,Reebok,Sports Wear,tshirts,Men,reebok men coral pink training workout ready tech t shirt,"Gym, Running, Yoga, Sports",879,1099.0,20% OFF,"XS, S, M, L, XL, XXL",4.4,27,pink
https://www.myntra.com/tshirts/reebok/reebok-men-navy-blue-fon-mesh-solid-training-t-shirt/15635080/buy,15635080,Reebok,Sports Wear,tshirts,Men,reebok men navy blue fon mesh solid training t shirt,"Gym, Running, Training, Sports",779,1199.0,35% OFF,"XS, S, M, L, XL, XXL",4.1,27,navy
https://www.myntra.com/tshirts/alcis/alcis-men-navy-blue-self-striped-polo-collar-t-shirt/10903094/buy,10903094,Alcis,Sports Wear,tshirts,Men,alcis men navy blue self striped polo collar t shirt,"Casual outings, Sports events, Weekend hangouts, Beach parties.",599,1199.0,50% OFF,"S, M, L, XL, XXL",4.1,27,navy
https://www.myntra.com/tshirts/reebok/reebok-men-charcoal-grey-solid-polo-collar-t-shirt/13567950/buy,13567950,Reebok,Sports Wear,tshirts,Men,reebok men charcoal grey solid polo collar t shirt,"Casual outings, Sports events, Weekend hangouts, Office Fridays",779,1199.0,35% OFF,"XS, S, M, L, XL, XXL",4.6,27,unknown
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-purple-printed-anti-static-rapid-dry-basketball-t-shirt/13688566/buy,13688566,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men purple printed anti static rapid dry basketball t shirt,"Sports events, Gym workouts, Casual outings, Outdoor activities.",454,1299.0,65% OFF,"S, M, L, XL, XXL",4.3,27,purple
https://www.myntra.com/tshirts/alcis/alcis-men-white-printed-round-neck-training-t-shirt/13780566/buy,13780566,Alcis,Sports Wear,tshirts,Men,alcis men white printed round neck training t shirt,"Gym, Running, Sports, Training",779,1299.0,40% OFF,"S, M, L, XL, XXL",4.3,27,white
https://www.myntra.com/tshirts/reebok/reebok-men-blue-fon-mesh-rbk--speedwick-training-t-shirt/17002692/buy,17002692,Reebok,Sports Wear,tshirts,Men,reebok men blue fon mesh rbk  speedwick training t shirt,"Gym, Running, Training, Sports",766,1299.0,41% OFF,"XS, S, M, L, XL, XXL",4.6,27,blue
https://www.myntra.com/tshirts/puma/puma-men-blue-solid-round-neck-t-shirt/11200570/buy,11200570,Puma,Sports Wear,tshirts,Men,puma men blue solid round neck t shirt,"Casual, Sports, Outdoor activities, Gym",779,1299.0,40% OFF,"XXS, XS, S, M, L, XL, XXL",4.3,27,blue
https://www.myntra.com/shorts/proline-active/proline-active-men-grey-melange-solid-slim-fit-sports-shorts/11848558/buy,11848558,Proline Active,Sports Wear,shorts,Men,proline active men grey melange solid slim fit sports shorts,"Gym, Running, Sports, Workout",839,1399.0,40% OFF,"27, 29, 31, 33, 35",4.4,27,unknown
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-jet-black--optic-white-typography-rapid-dry-basketball-t-shirt/15289174/buy,15289174,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men jet black  optic white typography rapid dry basketball t shirt,"Sports events, Gym workouts, Casual outings, Outdoor activities.",524,1499.0,65% OFF,"S, M, L, XL, XXL",4.4,27,black
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-strong-blue-typographic-rapid-dry--basketball-t-shirt/13688672/buy,13688672,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men strong blue typographic rapid dry  basketball t shirt,"Casual outings, Sports events, Gym workouts, Outdoor activities.",524,1499.0,65% OFF,"S, M, L, XL, XXL",4.1,27,blue
https://www.myntra.com/tshirts/wrogn-active/wrogn-active-men-orange-high-neck-slim-fit-t-shirt-with-in-built-mask/13840886/buy,13840886,WROGN ACTIVE,Sports Wear,tshirts,Men,wrogn active men orange high neck slim fit t shirt with in built mask,"Casual outings, Sports activities, Outdoor events, Fitness sessions.",674,1499.0,55% OFF,"S, M, L, XL, XXL",4.5,27,orange
https://www.myntra.com/tshirts/reebok/reebok-men-navy-blue-solid-workout-mod-polo-t-shirt/11701242/buy,11701242,Reebok,Sports Wear,tshirts,Men,reebok men navy blue solid workout mod polo t shirt,"Casual outings, Gym sessions, Sports events, Outdoor activities.",974,1499.0,35% OFF,"S, M, L, XL, XXL",4.1,27,navy
https://www.myntra.com/tshirts/puma/puma-men-black--white-brand-logo-printed-cotton-t-shirt/17003166/buy,17003166,Puma,Sports Wear,tshirts,Men,puma men black  white brand logo printed cotton t shirt,"Casual outings, Sports events, Gym workouts, Weekend hangouts.",674,1499.0,55% OFF,"XS, S, M, L, XL, XXL",4.4,27,black
https://www.myntra.com/tshirts/puma/puma-men-white--red-pure-cotton-graphic-box-logo-play-pure-cotton-t-shirt/14984616/buy,14984616,Puma,Sports Wear,tshirts,Men,puma men white  red pure cotton graphic box logo play pure cotton t shirt,"Casual outings, Sports events, Weekend hangouts, Beach parties.",1169,1799.0,35% OFF,"XS, S, M, L, XL, XXL",4.4,27,white
https://www.myntra.com/tshirts/puma/puma-men-white--green-printed-slim-fit-everfresh-pure-cotton-graphic-key-moments-pure-cotton-t-shirt/13641522/buy,13641522,Puma,Sports Wear,tshirts,Men,puma men white  green printed slim fit everfresh pure cotton graphic key moments pure cotton t shirt,"Casual outings, Sports events, Summer parties, Music festivals.",719,1799.0,60% OFF,"XS, S, M, L, XL, XXL",4.1,27,white
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-strong-blue-colourblocked-rapid-dry-basketball-t-shirt/13688654/buy,13688654,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men strong blue colourblocked rapid dry basketball t shirt,"Sports events, Gym workouts, Casual outings, Outdoor activities.",629,1799.0,65% OFF,"S, M, L, XL, XXL",4.7,27,blue
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orangeade-aop-anti-static-rapid-dry-basketball-t-shirt/13688616/buy,13688616,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men orangeade aop anti static rapid dry basketball t shirt,"Sports events, Gym workouts, Outdoor activities, Casual outings.",629,1799.0,65% OFF,"S, M, L, XL, XXL",4.5,27,unknown
https://www.myntra.com/sweatshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-running-men-ocher-rapid-dry-printed-sweatshirt/14280850/buy,14280850,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Men,hrx by hrithik roshan running men ocher rapid dry printed sweatshirt,"Casual outings, Gym sessions, Running, Outdoor activities",854,1899.0,55% OFF,"S, M, L, XL, XXL",4.0,27,unknown
https://www.myntra.com/sweatshirts/slazenger/slazenger-men-charcoal-grey--black-colourblocked-sweatshirt/16094584/buy,16094584,Slazenger,Sports Wear,sweatshirts,Men,slazenger men charcoal grey  black colourblocked sweatshirt,"Casual outings, Sports events, Weekend hangouts, Gym sessions.",759,1899.0,60% OFF,"S, M, L, XL, XXL",4.2,27,black
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-twilight-mauve-geomertic-organic-cotton-yoga--sustainable-track-pants/13692730/buy,13692730,HRX by Hrithik Roshan,Sports Wear,track-pants,Men,hrx by hrithik roshan men twilight mauve geomertic organic cotton yoga  sustainable track pants,"Yoga class, Gym workout, Casual outing, Lounge wear",734,2099.0,65% OFF,"S, M, L, XL, XXL",4.0,27,unknown
https://www.myntra.com/sweatshirts/slazenger/slazenger-men-black-striped-hooded-sweatshirt/15789266/buy,15789266,Slazenger,Sports Wear,sweatshirts,Men,slazenger men black striped hooded sweatshirt,"Casual outings, Sports events, Outdoor activities, Gym workouts.",1099,2199.0,50% OFF,"S, M, L, XL, XXL",4.1,27,black
https://www.myntra.com/tshirts/nike/nike-men-black-typography-printed-t-shirt/15419972/buy,15419972,Nike,Sports Wear,tshirts,Men,nike men black typography printed t shirt,"Casual outings, Sports activities, Gym workouts, Outdoor events.",2171,2895.0,25% OFF,"S, M, L, XL, XXL",4.5,27,black
https://www.myntra.com/tracksuits/sports52-wear/sports52-wear-men-navy-blue--red-colourblocked-cotton-tracksuit-with-printed-detailing/14377060/buy,14377060,Sports52 wear,Sports Wear,tracksuits,Men,sports52 wear men navy blue  red colourblocked cotton tracksuit with printed detailing,"Sports events, Gym workouts, Casual outings, Jogging in the park.",1048,2995.0,65% OFF,"M, L, XL, XXL, 3XL",4.2,27,navy
https://www.myntra.com/tshirts/puma/puma-men-grey-self-design-fav-evoknit-ss-running--training-round-neck-t-shirt/13502348/buy,13502348,Puma,Sports Wear,tshirts,Men,puma men grey self design fav evoknit ss running  training round neck t shirt,"Casual wear, Gym workout, Running, Training",1349,2999.0,55% OFF,"XS, S, M, L, XL, XXL",4.1,27,unknown
https://www.myntra.com/jackets/puma/puma-men-black-ess-track-sporty-jacket/13501384/buy,13501384,Puma,Sports Wear,jackets,Men,puma men black ess track sporty jacket,"Casual outings, Sports events, Gym workouts, Outdoor activities.",1649,2999.0,45% OFF,"XS, S, M, L, XL, XXL",4.1,27,black
https://www.myntra.com/tshirts/puma/puma-men-white-solid-tight-fit-drycell-seamless-bodywear-t-shirt/13502252/buy,13502252,Puma,Sports Wear,tshirts,Men,puma men white solid tight fit drycell seamless bodywear t shirt,"Gym, Running, Yoga, Sports",1949,2999.0,35% OFF,"XS, S, M, L, XL, XXL",4.4,27,white
https://www.myntra.com/sweatshirts/alcis/alcis-men-blue-colourblocked-hooded-sweatshirt/11106886/buy,11106886,Alcis,Sports Wear,sweatshirts,Men,alcis men blue colourblocked hooded sweatshirt,"Casual outings, Sports events, Weekend hangouts, Outdoor activities.",1399,3499.0,60% OFF,"S, M, L, XL, XXL",4.1,27,blue
https://www.myntra.com/sweatshirts/puma/puma-men-navy-blue-printed-modern-sports-crew-sweatshirt/12351672/buy,12351672,Puma,Sports Wear,sweatshirts,Men,puma men navy blue printed modern sports crew sweatshirt,"Casual outings, Sports events, Gym sessions, Outdoor activities.",1749,3499.0,50% OFF,"S, M, L, XL, XXL",4.6,27,navy
https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-outdoor-men-camel-rapid-dry-solid-jackets/14962072/buy,14962072,HRX by Hrithik Roshan,Sports Wear,jackets,Men,hrx by hrithik roshan outdoor men camel rapid dry solid jackets,"Casual outings, Hiking, Running, Outdoor sports",1259,3599.0,65% OFF,"S, M, L, XL, XXL",4.3,27,unknown
https://www.myntra.com/jackets/puma/puma-men-blue-solid-sporty-hooded-jacket/8217539/buy,8217539,Puma,Sports Wear,jackets,Men,puma men blue solid sporty hooded jacket,"Casual outings, Sports activities, Outdoor events, Gym workouts.",1899,3799.0,50% OFF,"XS, S, M, L, XL, XXL",4.0,27,blue
https://www.myntra.com/tracksuits/off-limits/off-limits-men-white--red-colourblocked-tracksuit/13272860/buy,13272860,OFF LIMITS,Sports Wear,tracksuits,Men,off limits men white  red colourblocked tracksuit,"Sports events, Gym workouts, Casual outings, Jogging in the park.",1879,3999.0,53% OFF,"S, M, L, XL, XXL",4.0,27,white
https://www.myntra.com/tshirts/puma-motorsport/puma-motorsport-men-grey-mercedes-amg-petronas-f1-2-tone-polo-collar-pure-cotton-t-shirt/14861516/buy,14861516,PUMA Motorsport,Sports Wear,tshirts,Men,puma motorsport men grey mercedes amg petronas f1 2 tone polo collar pure cotton t shirt,"Casual outings, Sports events, Weekend hangouts, Summer parties",2599,3999.0,35% OFF,"XS, S, M, L, XL, XXL",4.5,27,unknown
